operacao_original,operacao_reclassificado
MCZ,Doméstico
SLZ - MAO - MAO,Doméstico
GRU - SLZ,Doméstico
FLN-GRU-GYN,Doméstico
PFB - GRU ,Doméstico
SLZ - SSA - CGH / SLZ - BSB - GRU,Doméstico
MGF - CWB,Doméstico
FOR - MCO / MCO - FOR,Doméstico
GIG - REC - BSB,Doméstico
CWB - IGU,Doméstico
FOR-GRU-AEP,Doméstico
GRU-AEP-BRC,Doméstico
VIX - GRU  ,Doméstico
CWB - BSB - BEL,Doméstico
CGH-SDU-SSA,Doméstico
SDU - BSB - GYN,Doméstico
GIG - BSB - PMW - GYN,Doméstico
FLN - COR,Doméstico
CZS - BSB ,Doméstico
GRU - MIA - MCO,Doméstico
GRU - REC / FOR - MAO,Doméstico
SSA - NAT,Doméstico
IGU - GRU - GYN,Doméstico
BSB - GRU - MIA,Doméstico
MGF - GRU - MCZ,Doméstico
PTN - GRU - CWB,Doméstico
LDB - CGH - BSB - BEL / BEL - BSB - CGH - LDB,Doméstico
GIG - GRU - MGF,Doméstico
GRU-CNF-BPS,Doméstico
SSA - IOS / IOS - SSA,Doméstico
UDI - GRU,Doméstico
FLN - AEP,Doméstico
LDB - GRU - AJU,Doméstico
EZE - GYN,Doméstico
VIX-BSB-REC,Doméstico
CGH / REC,Doméstico
FLP - GRU,Doméstico
GRU - BSB / BSB - MAO,Doméstico
CWB-CGB,Doméstico
BEL - GRU,Doméstico
CAC - GRU - FLN,Doméstico
LIM,Doméstico
NVT - GRU - UDI,Doméstico
NVT - CGH - BSB - PVH,Doméstico
PAV-SSA,Doméstico
POA - GRU - JFK - LHR - FCO,Doméstico
REC - CGH - FLN / FLN - GRU - REC,Doméstico
MARINGA - SP - CUIABÁ,Doméstico
SSA - SDU - POA / POA - GRU - SSA,Doméstico
AEP-GRU-SSA,Doméstico
FOR - REC ,Doméstico
SSA - CGH - NVT,Doméstico
CGR - GIG,Doméstico
POA - CGH - BSB - PVH,Doméstico
AU - CGH,Doméstico
CGH - JOI,Doméstico
POA - CWB ,Doméstico
FEN- REC,Doméstico
CGH - POA / POA - CGH,Doméstico
CGR-BSB-BVB,Doméstico
VIX-IGU,Doméstico
GYN - BSB / BSB - MIA / MIA - ATL,Doméstico
BRA - SSA ,Doméstico
POA - CGH - FOR,Doméstico
LEC-SSA-REC,Doméstico
MCP -  BEL / BEL GRU / GRU - MGF,Doméstico
REC - BSB / BSB - REC,Doméstico
REC X GRU,Doméstico
CWB - CGH - BSB - PMW,Doméstico
BSB - SSA - REC,Doméstico
BSB - AEP,Doméstico
BOS-MIA-GRU-FLN,Doméstico
BLQ - AMS / AMS - GRU,Doméstico
BSB - BEL - MAO,Doméstico
CXJ - CGH,Doméstico
DFW - GRU - SSA,Doméstico
BSB-REC,Doméstico
LDB - GRU - CDG,Doméstico
MAO - POA / POA - MAO,Doméstico
NAT - CWB,Doméstico
CAC - GRU - BSB - PVH,Doméstico
SDU - VCP,Doméstico
SDU - CGM,Doméstico
CWB - SLZ,Doméstico
NAT - EZE,Doméstico
NVT - GRU - BEL,Doméstico
SSA - CGH - OPS,Doméstico
VCP - BSB - MIA / MIA - BSB - VCP,Doméstico
VIX - SDU - NVT,Doméstico
CWB-BSB-PVH,Doméstico
MAO/BSB - BSB/JPA,Doméstico
GRU - FOR  FOR - GRU,Doméstico
NVT - CGH  BPS,Doméstico
SSA - JPA,Doméstico
GRU - AEP / AEP - GRU,Doméstico
CWB-GRU-LIM,Doméstico
FOR- BSB - PVH,Doméstico
MIA-  BSB,Doméstico
CGH - BSB - JPA,Doméstico
CWB  CGH,Doméstico
GIG - NAT,Doméstico
MCO - BSB ,Doméstico
MDZ - GRU - SSA,Doméstico
PNZ - GRU - EZE / EZE - GRU - PNZ,Doméstico
GRU-JPA,Doméstico
MGF - GYN ,Doméstico
PPB - CWB,Doméstico
AUX-BSB-SSA,Doméstico
MAO - BSB / BSB - FOR,Doméstico
SSA - VVI,Doméstico
BPS-GIG,Doméstico
CGH-BSB-PVH,Doméstico
MCZ-BSB-PVH,Doméstico
BSB - GRU - AEP,Doméstico
REC - CGH - CGB,Doméstico
LIM-GRU,Doméstico
BSB-GRU-DXB,Doméstico
IGU - GRU - BPS,Doméstico
BSB-VCP,Doméstico
CGH - REC - FEN - REC,Doméstico
MAO - GRU - REC,Doméstico
RAO - BSB / BSB - NAT,Doméstico
SSA - VCP,Doméstico
CWB-BSB-CUN,Doméstico
ROS - GRU - SSA,Doméstico
FOR - BSB / BSB - VCP,Doméstico
THE - GRU / GRU - CWB,Doméstico
VDC - GRU,Doméstico
GYN-CHG,Doméstico
GRU-AEP,Doméstico
UDI - CGH,Doméstico
XAP - GRU ,Doméstico
GRU - GIG - MCZ,Doméstico
AMS - FRA,Doméstico
FOR - GRU - CGB,Doméstico
PNZ - GRU,Doméstico
PNZ - GRU ,Doméstico
CWB - GRU - BSB,Doméstico
SSA X REC,Doméstico
VIX-BSB,Doméstico
BRA - SJP,Doméstico
CGB - GRU ,Doméstico
CWB - GRU - BSB - PVH,Doméstico
BSB - CGH - MGF,Doméstico
VIX - GRU - GYN,Doméstico
CWB X IGU,Doméstico
SDU - CGH - PPB,Doméstico
AEP-REC,Doméstico
XAP-GRU-FOR,Doméstico
DXB-GRU,Doméstico
GIG - IGU,Doméstico
STM - BSB / BSB - PVH,Doméstico
SSA-FLN,Doméstico
VIX-BSB-MAO,Doméstico
FEN - REC - CGH,Doméstico
IPN - CGH,Doméstico
PVH-MAB,Doméstico
AJU - FLN / FLN - AJU,Doméstico
SSA-NAT,Doméstico
NVT - GRU - CGB,Doméstico
ARU - MCZ / MCZ - ARU,Doméstico
GIG - VCP,Doméstico
VIX-BSB-FOR,Doméstico
PVH - BSB - SSA,Doméstico
GRU - CNF - BPS,Doméstico
SJP - BSB ,Doméstico
JOI-GRU,Doméstico
VCP - SDU - FLN,Doméstico
PPB - CGH / CGH - GIG,Doméstico
CWB - GRU - DOH - FCO,Doméstico
BPS - BSB - PVH,Doméstico
EWR - MIA,Doméstico
GYN - CWB,Doméstico
NVT - GRU - REC - FEN,Doméstico
PVH-BSB-LIS,Doméstico
SDU-CGH-CGR,Doméstico
CGH - BSB - PVH,Doméstico
FLN - BSB,Doméstico
FLN - CGH - SSA,Doméstico
FLN-GRU-JDO,Doméstico
GIG - BSB - REC - FEN ,Doméstico
GRU - JJD / FFD - GRU,Doméstico
SSA - BSB - SJP,Doméstico
MCP - BEL - BSB - SSA,Doméstico
BSB X BEL,Doméstico
GRU-BSB/BSB-SLZ,Doméstico
NVT-GRU-VIX,Doméstico
GRU - IST,Doméstico
MIA-GIG-GRU,Doméstico
SDU-CNF-SSA,Doméstico
SSA-GIG-MIA-MCO,Doméstico
FEN-REC,Doméstico
FLN - GRU / GRU - SCL,Doméstico
GRU-UDI,Doméstico
JPA - SSA - BSB,Doméstico
PMW - GIG / SDU - GRU - PMW,Doméstico
PVH - MAO - BSB - NAT,Doméstico
GRU-AMS-EDI,Doméstico
SDU - CWB,Doméstico
VIX-FOR,Doméstico
MCZ-BSB,Doméstico
PVH - BSB - CGH - CWB,Doméstico
VIX-PVH,Doméstico
FLN-CGH-NAT,Doméstico
UDI - CGH - JFK,Doméstico
BSB-COM,Doméstico
MCO-MAO,Doméstico
CNF - SDU - SSA - NAT,Doméstico
MCZ - RAO,Doméstico
SDU-GRU-AJU,Doméstico
SCL - GRU - VIX / VIX - GRU - SCL,Doméstico
CWB-CGH-CGR,Doméstico
CWB - SCL / SCL - CWB,Doméstico
GRU - MCZ / MCZ - GRU,Doméstico
NVT - POA - BSB - NAT,Doméstico
GIG - GYN,Doméstico
SSA-BSB-REC-FEN,Doméstico
BSB - SSA,Doméstico
POA/GRU - GRU/AMS - AMS/MXP,Doméstico
SSA - GIG - MAS - DUB,Doméstico
BSB-POA,Doméstico
JFK - DFW  GRU - CWB,Doméstico
MDZ- GRU / GRU - CWB,Doméstico
SDU - BSB - GYN ,Doméstico
SDU-CGH,Doméstico
MCZ - BSB - CWB,Doméstico
CGH - BSB / BSB - MIA,Doméstico
THE-BSB-CGH,Doméstico
GRU - JDO,Doméstico
SSA - BSB / BSB - SSA,Doméstico
SSA/GIG - GIG/ROS,Doméstico
SSA - CGH - FOR,Doméstico
MGF - GRU / GRU - MGF,Doméstico
JPA - CNF,Doméstico
CNF - GIG,Doméstico
REC-BSB,Doméstico
ARU - CGH - BSB,Doméstico
BEL - GRU ,Doméstico
IOS - SSA ,Doméstico
IOS - SSA / SSA - IOS,Doméstico
FOR-MIA,Doméstico
LIM - GRU / GRU - LIM,Doméstico
CGH-CWB,Doméstico
BPS - GRU - MAO / VCP - BPS,Doméstico
BSB - GRU - EWR - IAD,Doméstico
SSA-GRU-MIA-SFO,Doméstico
GRU-POA,Doméstico
REC- GRU,Doméstico
SSA-GRU-EZE,Doméstico
CGR-GRU/GRU-CWB,Doméstico
IGU X GRU X REC X FEN,Doméstico
NVT-CGB-OPS,Doméstico
VCP - BSB - SLZ,Doméstico
SDU - CGH - AJU,Doméstico
CDG-GRU,Doméstico
AUX - BSB - REC,Doméstico
CWB - GRU GRU - CDG CDG - LIN,Doméstico
CWB-GRU-SCL,Doméstico
FLN - GRU - BPS,Doméstico
SSA-GRU-UY,Doméstico
NAT-BSB-SSA,Doméstico
SDU - CGH / CGH - FLN,Doméstico
CGH - NVT,Doméstico
CWB X BSB X REC,Doméstico
JPA - BSB - CGH,Doméstico
CWB - GRU - NAT,Doméstico
CGH/BSP,Doméstico
NVT-GRU,Doméstico
GIG - GRU - NVT,Doméstico
LDB - BSB,Doméstico
CWB-BSB / BSB-MCO,Doméstico
BRA - BSB,Doméstico
MCZ - BSB - PVH,Doméstico
BSB - GRU - UDI,Doméstico
FOR X GIG X FOR,Doméstico
JDO - GRU - SSA,Doméstico
SFO - JFK - GRU - SSA,Doméstico
REC- BSB - MAO,Doméstico
CNF - SDU ,Doméstico
BSB-PVH,Doméstico
GRU X IGU,Doméstico
IGU - SSA - FOR,Doméstico
NAT - VCP ,Doméstico
SDU - VIX ,Doméstico
IOS - GRU - GYN,Doméstico
SDU - GRU - LDB,Doméstico
VICX - CGH - REC,Doméstico
XAP-GRU-AEP,Doméstico
GIG-GRU-CAC,Doméstico
MCO-MIA-FOR,Doméstico
MDV-GRU,Doméstico
SSA - CGG - POA,Doméstico
LDB - CGH / CGH - GIG,Doméstico
CNF X BSB X FOR,Doméstico
PPB-CGH-SSA,Doméstico
CWB - CGB ,Doméstico
POA-CGH-REC-FEN,Doméstico
MGF - GRU - BSB,Doméstico
BPS-CGH-SSA,Doméstico
GRU - POA - REC - FEN,Doméstico
GRU - LIM / LIM - GRU,Doméstico
LDB - GRU - SSA / SSA - LDB ,Doméstico
RAO - GRU ,Doméstico
POA - CGH - FOR ,Doméstico
XAP-GRU-MAO-PVH,Doméstico
CGH-CNF,Doméstico
AEP - GRU - AJU,Doméstico
IOS-GRU-BSB,Doméstico
SSA - GRU / GRU - UDI ,Doméstico
VIX - CWB,Doméstico
SDU-POA,Doméstico
GRU - FOR / FOR - GRU,Doméstico
CZS - CGB,Doméstico
CWB-POA,Doméstico
BSB - GRU / GRU - MDZ,Doméstico
SSA-BRB-MIA,Doméstico
MGF - GRU,Doméstico
GIG - GRU / GRU - PUJ,Doméstico
PVH - BSB - PMW,Doméstico
FOR - GRU - AMS - LIS,Doméstico
RAO-GRU-SSA,Doméstico
REC X SSA,Doméstico
BSB - IZA,Doméstico
BVB - BSB - GRU - CGB,Doméstico
THE - BSB - PVH,Doméstico
SSA X BPS,Doméstico
GRU - JPA / JPA - GRU,Doméstico
ITB - MAO,Doméstico
MVD - GRU ,Doméstico
SDU - GRU - ARU,Doméstico
BSB - GRU - AMS,Doméstico
GRU - POA / POA - GRU,Doméstico
SSA - BSB / BSB - MIA ,Doméstico
MCZ - VCP,Doméstico
JPA-GRU-CGB,Doméstico
SSA-CGH-SSA,Doméstico
MAO - GIG - REC,Doméstico
POA - GRU - CGB,Doméstico
CNF-NAT,Doméstico
BSB-CFN,Doméstico
CNF - GRU / GRU - BPS,Doméstico
JP - SSA,Doméstico
MAO - REC,Doméstico
CGH-SSA-NAT,Doméstico
MAO - GRU - LIS,Doméstico
GRU - BEL,Doméstico
CGB - GRU - NVT,Doméstico
GRU/ACP,Doméstico
REC - CGH - SDU,Doméstico
LDB - GRU - SCL / SCL - GRU - LDB,Doméstico
VDC-GRU-BEL-BSB-GRU-VDC,Doméstico
RBR - BSB - REC,Doméstico
SEA-MIA-BSB,Doméstico
MGF - GRU ,Doméstico
CAC - VIX,Doméstico
GYN - BSB - GRU - POA / POA - GRU - GYN,Doméstico
CWB - BSB / BSB - CUN,Doméstico
MIA-FOR,Doméstico
GRU - UDI,Doméstico
MCZ - SSA - GYN,Doméstico
MGF - CGB,Doméstico
POA - GRU - CDG - MLA,Doméstico
GRU X IOS,Doméstico
SSA MCZ,Doméstico
REC - GRU - CWB,Doméstico
CGB - GRU / GRU - SCL,Doméstico
SDU - CGH - NVT,Doméstico
CWB CGH,Doméstico
FOR-MVD,Doméstico
NVT-GRU-NAT,Doméstico
BPS - CNF - CGH - SJP,Doméstico
CNF - BSB - MCO,Doméstico
FOR/GIG - GIG/FOR,Doméstico
CGH - REF - FEN / FEN - REC - CGH,Doméstico
BVB - BSB - GRU - SCL / SCL - GRU - BSB - BVB,Doméstico
CWB-GRU,Doméstico
GIG - BSB - MAO,Doméstico
CGH-CGR,Doméstico
CNF - BSB - PVH,Doméstico
CXJ - GRU / GRU - PNZ,Doméstico
FEN,Doméstico
GRU - PUJ ,Doméstico
MCO - BSB - REC,Doméstico
MVD - GRU - GYN,Doméstico
SLZ - BSB ,Doméstico
CWB - FOR,Doméstico
IGU - GRU - SSA,Doméstico
NAT-GRU-FLN,Doméstico
SSA-BSB-FLN,Doméstico
BPS - BSB - MAO,Doméstico
GRU - MAO / MAO - PVH ,Doméstico
SSA X BSB,Doméstico
SCL - GRU / GRU - SSA,Doméstico
ARU-GRU-MAO,Doméstico
PFB - GRU - SDU ,Doméstico
GRU - AJU ,Doméstico
SSA - SDU ,Doméstico
GYN - GRU - NAT,Doméstico
TXF - SSA,Doméstico
PVH - BSB - GRU - FOR,Doméstico
REC-GRU-YYZ,Doméstico
CGH - SJP,Doméstico
VDC-MAO,Doméstico
PVH - MAO - GRU,Doméstico
IGU-CGH-REC,Doméstico
SSA-CHF,Doméstico
PVH - BPS,Doméstico
CAC - GRU - UDI,Doméstico
FOR - BSB / BSB - POA,Doméstico
SDU - CGH / CGH - REC,Doméstico
FOR - GRU - NVT,Doméstico
FOR/GIG/GRU/FLN,Doméstico
GRU - LDB - CGB,Doméstico
SJP - GRU,Doméstico
VIX - CGH / CGH - NVT,Doméstico
GRU - CXJ,Doméstico
SSA X NVT,Doméstico
CNF - BSB - SLZ,Doméstico
GYN - EZE / EZE - GYN,Doméstico
VIX - REC / REC - VIX,Doméstico
CWB-CUN,Doméstico
MCZ - SSA - SLZ,Doméstico
REC - FOR - SSA,Doméstico
LHR - MAS,Doméstico
CGH-SSA-LIS-DUB,Doméstico
GRU - FOR,Doméstico
XAP X GRU,Doméstico
BSB-CNF,Doméstico
GRU-VDC,Doméstico
PUJ - GRU ,Doméstico
IOS/GRU - GRU/SDU,Doméstico
GRU - MEX,Doméstico
PFB - GRU - AJU,Doméstico
PVH - FOR,Doméstico
CGH - NVT / NVT - CGH,Doméstico
POA - SDU - GRU - UDI,Doméstico
TXF - SSA - GRU,Doméstico
JPA - GRU - VIX,Doméstico
SSA-REC,Doméstico
GRU - BSB - THE,Doméstico
REC-MIA,Doméstico
XAP - GRU - SSA,Doméstico
SDU X GRU X LDB,Doméstico
FLN - GRU - GYN ,Doméstico
MAO - PVH,Doméstico
MOC - GRU - AJU,Doméstico
BOS - JFK,Doméstico
CNF - GRU ,Doméstico
ORD - MIA,Doméstico
JPA - GRU,Doméstico
FLN-GRU-IGU,Doméstico
CGH - FLN,Doméstico
POA X SDU,Doméstico
GIG - BSB,Doméstico
CNF - NAT,Doméstico
MGF - CGH,Doméstico
REC - CGH - GYN,Doméstico
AMS - DUB ,Doméstico
GRU -SSA,Doméstico
SSA - CGH - NVT ,Doméstico
SSA - MAO,Doméstico
REC - MVD / MVD - GRU - REC,Doméstico
BSB-GRU-XAP,Doméstico
JPA-GRU-MGF,Doméstico
BSB - GRU - CDG,Doméstico
PMW - BSB - GRU,Doméstico
GRU - CNF,Doméstico
PWB - GRU - SDU - CWB,Doméstico
JPA - CGH,Doméstico
CNF - SDU - NVT,Doméstico
IOS - GIG,Doméstico
BSB-GIG,Doméstico
MAO - FOR - BSB,Doméstico
MCZ - BSB ,Doméstico
MCP - BEL - BSB - SDU - FLN,Doméstico
CGH - SSA - MCZ,Doméstico
SSA - BSB - UDI,Doméstico
MAP-BSB,Doméstico
NAT - CGH - FLN,Doméstico
CGH-JOI,Doméstico
BRA-BSB,Doméstico
FOR - GRU - JDO,Doméstico
CGH - FEN,Doméstico
CGR - CGH - BSB,Doméstico
BSB - FOR,Doméstico
CWB-SDU,Doméstico
GIG - VIX,Doméstico
LEC - SSA,Doméstico
AJU - GRU - SCL / SCL - GRU - AJU,Doméstico
MAO/BSB - BSB/FOR,Doméstico
SALVADOR X SÃO PAULO (CGH),Doméstico
BSB-SDU,Doméstico
COM - BSB - SSA,Doméstico
GRU X GIG,Doméstico
SSA-POA,Doméstico
SDU-GRU-CGB,Doméstico
GRU-MVD,Doméstico
SDU - GRU - IGU,Doméstico
MGF - CGH - BSB - CUN,Doméstico
POA - NVT,Doméstico
FEN - REC - BSB,Doméstico
NVT-CGH-REC,Doméstico
BSB - SDU - CWB,Doméstico
GRU - CPV,Doméstico
CGH/BSB - BSB/PVH,Doméstico
GRU - CWB - BSB - PVH,Doméstico
GYN - GRU - MAD - AGP,Doméstico
XAP- VCP,Doméstico
SLZ - SSA - GYN,Doméstico
CGH-GRU-MIA,Doméstico
BRA-BSB-CGH,Doméstico
NVT - CGH - BPS,Doméstico
NVT - CNF - CGH,Doméstico
MAB - BSB,Doméstico
PVH-POA,Doméstico
SSA - BSB - MAO,Doméstico
IOS - GRU / GRU - GYN,Doméstico
SDU - CGH - CNF,Doméstico
FOR - SDU,Doméstico
GRU-BSB-SSA,Doméstico
FLN - CGH  ,Doméstico
REC- CGH,Doméstico
BSB - GRU / GRU - BSB,Doméstico
SSA-LEC,Doméstico
AEP - GRU,Doméstico
PUJ - GRU,Doméstico
FLN-MCO,Doméstico
PVH - GRU,Doméstico
SLZ-BSB,Doméstico
BSB - SSA - FOR,Doméstico
MAO - FLN,Doméstico
GRU-CDG,Doméstico
GRU X JDO,Doméstico
FLN-MCZ,Doméstico
MDZ - GRU,Doméstico
FLN - GRU - CNF,Doméstico
PMW - GIG,Doméstico
SSA - CGH - BPS,Doméstico
VDC- GRU,Doméstico
YYZ-GRU/GRU-JDO,Doméstico
YHZ - PUJ - GRU,Doméstico
SSA-CDG,Doméstico
CPV/CGH,Doméstico
 JPA - IGU / IGU - JPA,Doméstico
CWB - GRU / GRU - PTY,Doméstico
FLN - GRU / GRU - AJU,Doméstico
MDZ-GRU-CWB,Doméstico
BPS - CGH - GYN,Doméstico
BRA - REC ,Doméstico
CPV-SSA,Doméstico
VIX - SDU - VCP,Doméstico
CWB - NAT,Doméstico
FOR - BSB / BSB - MIA / MIA - DEN,Doméstico
VDC - CGH,Doméstico
VDC-GRU-MAO,Doméstico
BSB - SSA / SSA - BSB,Doméstico
FOR - JDO,Doméstico
GRU - JDO ,Doméstico
MCP - BEL,Doméstico
BSB - GRU / GRU - AMS / AMS - FCO / FCO - CDG,Doméstico
CGH  BSB,Doméstico
CGR - CGH - SSA,Doméstico
BRA - SSA,Doméstico
GYN - GRU - NVT,Doméstico
IGU - NAT,Doméstico
CXJ - SDU,Doméstico
BEL-BSB-REC,Doméstico
GRU/BSB - BSB/MAO,Doméstico
AJU - CGH,Doméstico
REC - CGH / CGH - NVT,Doméstico
SDU-SSA,Doméstico
SDU - CGH / CGH - SDU,Doméstico
CGH - AJU / AJU - CGH,Doméstico
GIG X SSA,Doméstico
SSA - BSB - POA,Doméstico
EZE-GRU/GRU-CWB,Doméstico
CNF - GRU / GRU - BSB / BSB - PVH,Doméstico
SSA X BSB X BEL,Doméstico
NVT - SDU / SDU - GRU / GRU - CAC,Doméstico
NAT - GRU - POA,Doméstico
SDU X SSA,Doméstico
CGB - VCP,Doméstico
MAO - GRU / GRU - CNF,Doméstico
REC - SSA - MAD - JED,Doméstico
VIX - CGH - FLN,Doméstico
LDB-GRU,Doméstico
MAO - BSB - FOR,Doméstico
CGH  SSA,Doméstico
CGH - CPV,Doméstico
SDU - PVH,Doméstico
GYN SSA,Doméstico
REC,Doméstico
SSA-MCZ,Doméstico
BEL-GRU-FLN,Doméstico
CWB - CGH - GYN,Doméstico
REC - FEN / FEN - REC,Doméstico
SSA - SDU - CGH,Doméstico
SSA - GRU - VDC,Doméstico
CWB- CGH,Doméstico
FOR-CGH,Doméstico
BSB - GRU / GRU - AMS / AMS - HAM,Doméstico
BEL- BSB - PVH,Doméstico
NVT - CGH - PPB,Doméstico
CUN-BSB,Doméstico
MAO - FEN,Doméstico
BVB-BSB,Doméstico
MGF-CWB,Doméstico
GYN-GRU-POA-BSB-MCZ,Doméstico
GRU - SSA - SLZ,Doméstico
PVH - BSB - GRU - CWB,Doméstico
GIG - GRU - EWR,Doméstico
REC X GIG,Doméstico
GRU - REC ,Doméstico
VIX-SSA-SLZ,Doméstico
SSA-MDV,Doméstico
POA - CNF,Doméstico
CGH - BSB - MAB,Doméstico
CNF - GRU - SCL / SCL - GRU - CNF,Doméstico
VOX-SDU,Doméstico
SDU-SSA-BSB,Doméstico
REC - FOR - SLZ,Doméstico
POA - CGH - VIX,Doméstico
GYN X CGH X SDU,Doméstico
POA/CGH - CGH/FOR,Doméstico
POR - GRU - FOR,Doméstico
PVH - BSB - GRU,Doméstico
PVH - BSB - SDU,Doméstico
RAO - GRU / GRU - MCZ,Doméstico
CWB-CGH-POA,Doméstico
REC-BSB-CGH,Doméstico
IGU - JJD,Doméstico
MOC-BSB,Doméstico
POA- GRU,Doméstico
CDG - LIS,Doméstico
PVH - BSB - SSA  IOS,Doméstico
SSA - LAX,Doméstico
BSB - CUN,Doméstico
GRU - SDU - VIX - SSA,Doméstico
SDU - GRU - GYN,Doméstico
AJU-GRU-GYN,Doméstico
FOR-SSA,Doméstico
BSB - CNF / CNF - BSB,Doméstico
NVT - UDI ,Doméstico
REC - BSB - SJP,Doméstico
RAO - GRU / GRU - POA,Doméstico
BCN - FLR,Doméstico
CGH-GYN,Doméstico
FOR - SSA - GRU,Doméstico
CNH - GRU,Doméstico
CAC - GRU - SSA,Doméstico
VIX - SDU,Doméstico
NVT - SDU ,Doméstico
BSB - LIS,Doméstico
GRU-YYZ,Doméstico
-BRA,Doméstico
AJU - GRU,Doméstico
VCP - SSA / SSA - VCP,Doméstico
GRU - FLN,Doméstico
REC - FEN,Doméstico
MAO - GIG ,Doméstico
PMW/BSB - BSB/MAO,Doméstico
PMW - CGH - CGB,Doméstico
POA X BSB,Doméstico
SJP-BSB,Doméstico
SSA X CGH,Doméstico
XAP - GRU - MAO - PVH,Doméstico
salvador - brasilia,Doméstico
FOR - GRU - IOS,Doméstico
NVT - CGH - BSB,Doméstico
SDU - CGH - ARU,Doméstico
POA/CGH - CGH/CWB,Doméstico
São Paulo (Guarulhos - SP) - Foz do Iguaçu (PR),Doméstico
BEL - BSB - GRU,Doméstico
SSA - BSB - EZE / EZE - SSA,Doméstico
GRU - AJU / AJU - GRU,Doméstico
SDU - GRU / GRU - MGF,Doméstico
XAP ,Doméstico
GYN-GRU-PTY-JFK,Doméstico
CGR - GRU - AEP / AEP - GRU - CGR,Doméstico
AEP - BRC,Doméstico
CWB - SSA - FOR,Doméstico
XAP - GRU / GRU - MOC ,Doméstico
GRU - BSB - CUN / CUN - BSB - GRU,Doméstico
GIG-CGR,Doméstico
PMW-BSB-SSA,Doméstico
REC-GRU-CGR,Doméstico
IOS - GRU - SDU,Doméstico
NAT - GRU - PPB,Doméstico
IGU - GRU / GRU - FRA,Doméstico
GRU-BEL,Doméstico
REC - CGH - CNF,Doméstico
BSB-THE,Doméstico
SCL,Doméstico
SSA - CGH - ARU ,Doméstico
NAT - GRU - MCZ  ,Doméstico
PVH - BSB - MCZ,Doméstico
BSB - FOR / FOR - BSB,Doméstico
GYN - GRU - PET,Doméstico
BEL - CWB,Doméstico
CNF - GRU,Doméstico
REC-BSB ,Doméstico
CNF-CGH-PVH,Doméstico
FOR - GIG - CDG - BCN,Doméstico
MGF,Doméstico
MGF - GRU - MIA,Doméstico
VIX-SDU-BSB-BVB,Doméstico
MGF/LIS,Doméstico
VIX-SDU-FLN,Doméstico
STM MAO,Doméstico
MCO - BSB,Doméstico
POA-CGH-SSA,Doméstico
POA - GRU - LDB,Doméstico
VCP - NAT,Doméstico
BSB X CGH,Doméstico
VCP - NAT / NAT - VCP,Doméstico
GRU - TREC,Doméstico
PVH - MAO - FOR,Doméstico
ASU - GRU - BSB - PVH,Doméstico
CGH-VIX,Doméstico
SCL - GRU - VIX,Doméstico
PAV - REC,Doméstico
CNF - GRU  ,Doméstico
REC - GRU - GIG - COR,Doméstico
THE X GRU,Doméstico
FLN - GRU / GRU - FOR,Doméstico
MAO-BSB,Doméstico
CGH-BSB-SSA,Doméstico
CGH - SDU / GIG - FOR,Doméstico
AEP-GRU-REC,Doméstico
GRU-BSB-THE,Doméstico
REC - LIM,Doméstico
GIG / GRU - GRU/UDI,Doméstico
REC - GRU - CDG,Doméstico
CGR - GRU - JJD / JJD - GRU - CGR,Doméstico
CWB X CGH,Doméstico
IPN-CGH,Doméstico
LDN - GRU - REC,Doméstico
GRU-FOR,Doméstico
MCZ - SSA - BSB,Doméstico
MAO-GIG-CWB,Doméstico
SLZ-SSA,Doméstico
SSA BSB,Doméstico
GYN - GRU - POA / POA - GRU - GYN,Doméstico
CPV -  SSA - CGH ,Doméstico
BSB - CGH / CGH - BSB,Doméstico
CNF - GRU - CWB,Doméstico
RAO - BPS,Doméstico
VCD - GRU,Doméstico
GRU-JDO,Doméstico
CGH - MOC,Doméstico
CGH - POA ,Doméstico
CWB - GRU - IGU / IGU - GRU - CWB,Doméstico
SSA X GRU X PTY X CUN,Doméstico
GYN-VDC,Doméstico
GRU - BSB - SLZ,Doméstico
NVT - GRU - AJU,Doméstico
FOR - REC,Doméstico
REC - SCL,Doméstico
MGF/GRU - GRU/NAT,Doméstico
BSB - CDG,Doméstico
BEL - FOR ,Doméstico
CGH-IZA,Doméstico
VIX-GRU-FOR,Doméstico
SSA - POA / POA - SSA,Doméstico
BSB - NAT ,Doméstico
CDG - GRU,Doméstico
BSB - NAT,Doméstico
MGF - GRU - POA,Doméstico
VCP-SDU,Doméstico
BSB - GIG - FOR,Doméstico
MCZ - SSA,Doméstico
PIN - MAO,Doméstico
SSA - PMW,Doméstico
CWB - MCZ,Doméstico
GYN  ,Doméstico
SJP - BSB - JPA,Doméstico
LDB - GRU / GRU - LDB,Doméstico
MAO - FOR - REC,Doméstico
MCZ - GIG,Doméstico
VCE - CDG,Doméstico
FLN - CGH - GYN,Doméstico
MAO-GRU-IOS,Doméstico
MGF-GRU-BSB,Doméstico
VIX - CGH - CWB,Doméstico
GRU-MOC,Doméstico
GYN - CGH - VIX ,Doméstico
SLZ/BSB - BSB/GIG,Doméstico
FLN/GRU - GRU/LIS - LIS/LHR,Doméstico
RBR - BSB ,Doméstico
CGH - NAT / NAT - CGH,Doméstico
PMW - GRU,Doméstico
SSA X GRU X SSA,Doméstico
VDC- GRU ,Doméstico
SSA - SDU - CGH - CWB,Doméstico
NVT-GRU-BEL,Doméstico
